fecha,year,month,quarter,day,week,dayofweek,is_weekend,id_fecha
2016-07-07,2016,7,3,7,27,3,0,201677
2022-07-03,2022,7,3,3,26,6,1,202273
2018-09-01,2018,9,3,1,35,5,0,201891
2020-06-25,2020,6,2,25,26,3,0,2020625
2021-03-12,2021,3,1,12,10,4,0,2021312
2018-12-02,2018,12,4,2,48,6,1,2018122
2015-12-21,2015,12,4,21,52,0,0,20151221
2017-05-15,2017,5,2,15,20,0,0,2017515
2021-07-09,2021,7,3,9,27,4,0,202179
2015-06-26,2015,6,2,26,26,4,0,2015626
2019-05-15,2019,5,2,15,20,2,0,2019515
2020-03-29,2020,3,1,29,13,6,1,2020329
2022-05-02,2022,5,2,2,18,0,0,202252
2022-11-20,2022,11,4,20,46,6,1,20221120
2022-10-12,2022,10,4,12,41,2,0,20221012
2015-05-22,2015,5,2,22,21,4,0,2015522
2023-12-20,2023,12,4,20,51,2,0,20231220
2015-05-19,2015,5,2,19,21,1,0,2015519
2017-02-19,2017,2,1,19,7,6,1,2017219
2023-02-23,2023,2,1,23,8,3,0,2023223
2017-03-31,2017,3,1,31,13,4,0,2017331
2023-07-28,2023,7,3,28,30,4,0,2023728
2016-02-06,2016,2,1,6,5,5,0,201626
2022-10-14,2022,10,4,14,41,4,0,20221014
2023-05-29,2023,5,2,29,22,0,0,2023529
2017-12-11,2017,12,4,11,50,0,0,20171211
2015-07-02,2015,7,3,2,27,3,0,201572
2022-03-16,2022,3,1,16,11,2,0,2022316
2018-10-13,2018,10,4,13,41,5,0,20181013
2017-05-25,2017,5,2,25,21,3,0,2017525
2017-04-06,2017,4,2,6,14,3,0,201746
2016-10-23,2016,10,4,23,42,6,1,20161023
2021-01-19,2021,1,1,19,3,1,0,2021119
2018-05-08,2018,5,2,8,19,1,0,201858
2016-02-29,2016,2,1,29,9,0,0,2016229
2023-09-25,2023,9,3,25,39,0,0,2023925
2020-12-21,2020,12,4,21,52,0,0,20201221
2020-06-03,2020,6,2,3,23,2,0,202063
2019-06-26,2019,6,2,26,26,2,0,2019626
2017-10-05,2017,10,4,5,40,3,0,2017105
2020-07-30,2020,7,3,30,31,3,0,2020730
2017-08-10,2017,8,3,10,32,3,0,2017810
2018-10-16,2018,10,4,16,42,1,0,20181016
2016-10-04,2016,10,4,4,40,1,0,2016104
2020-06-01,2020,6,2,1,23,0,0,202061
2016-08-26,2016,8,3,26,34,4,0,2016826
2018-06-16,2018,6,2,16,24,5,0,2018616
2023-09-24,2023,9,3,24,38,6,1,2023924
2015-02-19,2015,2,1,19,8,3,0,2015219
2015-12-23,2015,12,4,23,52,2,0,20151223
2016-12-19,2016,12,4,19,51,0,0,20161219
2017-12-15,2017,12,4,15,50,4,0,20171215
2020-03-21,2020,3,1,21,12,5,0,2020321
2016-06-06,2016,6,2,6,23,0,0,201666
2015-01-10,2015,1,1,10,2,5,0,2015110
2022-09-21,2022,9,3,21,38,2,0,2022921
2020-01-17,2020,1,1,17,3,4,0,2020117
2019-05-14,2019,5,2,14,20,1,0,2019514
2018-09-12,2018,9,3,12,37,2,0,2018912
2019-01-28,2019,1,1,28,5,0,0,2019128
2017-07-05,2017,7,3,5,27,2,0,201775
2022-06-28,2022,6,2,28,26,1,0,2022628
2019-07-04,2019,7,3,4,27,3,0,201974
2021-10-06,2021,10,4,6,40,2,0,2021106
2020-09-28,2020,9,3,28,40,0,0,2020928
2019-04-22,2019,4,2,22,17,0,0,2019422
2016-05-21,2016,5,2,21,20,5,0,2016521
2019-07-09,2019,7,3,9,28,1,0,201979
2015-03-05,2015,3,1,5,10,3,0,201535
2020-11-24,2020,11,4,24,48,1,0,20201124
2019-07-23,2019,7,3,23,30,1,0,2019723
2023-12-24,2023,12,4,24,51,6,1,20231224
2020-04-27,2020,4,2,27,18,0,0,2020427
2015-03-13,2015,3,1,13,11,4,0,2015313
2019-10-28,2019,10,4,28,44,0,0,20191028
2021-11-15,2021,11,4,15,46,0,0,20211115
2023-07-16,2023,7,3,16,28,6,1,2023716
2023-11-15,2023,11,4,15,46,2,0,20231115
2017-08-17,2017,8,3,17,33,3,0,2017817
2023-04-05,2023,4,2,5,14,2,0,202345
2015-01-21,2015,1,1,21,4,2,0,2015121
2019-08-17,2019,8,3,17,33,5,0,2019817
2015-02-17,2015,2,1,17,8,1,0,2015217
2017-01-10,2017,1,1,10,2,1,0,2017110
2023-07-30,2023,7,3,30,30,6,1,2023730
2015-08-23,2015,8,3,23,34,6,1,2015823
2019-01-16,2019,1,1,16,3,2,0,2019116
2017-10-15,2017,10,4,15,41,6,1,20171015
2022-05-18,2022,5,2,18,20,2,0,2022518
2015-04-05,2015,4,2,5,14,6,1,201545
2018-10-27,2018,10,4,27,43,5,0,20181027
2021-07-28,2021,7,3,28,30,2,0,2021728
2022-12-23,2022,12,4,23,51,4,0,20221223
2019-10-14,2019,10,4,14,42,0,0,20191014
2015-06-04,2015,6,2,4,23,3,0,201564
2016-11-17,2016,11,4,17,46,3,0,20161117
2017-09-01,2017,9,3,1,35,4,0,201791
2017-01-22,2017,1,1,22,3,6,1,2017122
2022-10-02,2022,10,4,2,39,6,1,2022102
2022-12-30,2022,12,4,30,52,4,0,20221230
2022-04-03,2022,4,2,3,13,6,1,202243
2019-08-25,2019,8,3,25,34,6,1,2019825
2020-11-23,2020,11,4,23,48,0,0,20201123
2019-02-01,2019,2,1,1,5,4,0,201921
2020-06-02,2020,6,2,2,23,1,0,202062
2017-10-24,2017,10,4,24,43,1,0,20171024
2022-11-30,2022,11,4,30,48,2,0,20221130
2022-10-11,2022,10,4,11,41,1,0,20221011
2023-11-23,2023,11,4,23,47,3,0,20231123
2022-01-06,2022,1,1,6,1,3,0,202216
2023-06-16,2023,6,2,16,24,4,0,2023616
2019-10-15,2019,10,4,15,42,1,0,20191015
2022-04-09,2022,4,2,9,14,5,0,202249
2019-05-11,2019,5,2,11,19,5,0,2019511
2020-10-17,2020,10,4,17,42,5,0,20201017
2018-04-01,2018,4,2,1,13,6,1,201841
2015-02-27,2015,2,1,27,9,4,0,2015227
2022-09-18,2022,9,3,18,37,6,1,2022918
2016-12-13,2016,12,4,13,50,1,0,20161213
2015-12-11,2015,12,4,11,50,4,0,20151211
2017-03-22,2017,3,1,22,12,2,0,2017322
2016-08-29,2016,8,3,29,35,0,0,2016829
2015-03-27,2015,3,1,27,13,4,0,2015327
2016-03-19,2016,3,1,19,11,5,0,2016319
2015-07-26,2015,7,3,26,30,6,1,2015726
2017-05-30,2017,5,2,30,22,1,0,2017530
2021-07-04,2021,7,3,4,26,6,1,202174
2017-09-29,2017,9,3,29,39,4,0,2017929
2015-04-06,2015,4,2,6,15,0,0,201546
2021-02-27,2021,2,1,27,8,5,0,2021227
2016-01-07,2016,1,1,7,1,3,0,201617
2021-12-05,2021,12,4,5,48,6,1,2021125
2023-01-20,2023,1,1,20,3,4,0,2023120
2022-06-12,2022,6,2,12,23,6,1,2022612
2018-05-15,2018,5,2,15,20,1,0,2018515
2022-12-24,2022,12,4,24,51,5,0,20221224
2018-02-11,2018,2,1,11,6,6,1,2018211
2016-05-22,2016,5,2,22,20,6,1,2016522
2022-01-14,2022,1,1,14,2,4,0,2022114
2018-08-02,2018,8,3,2,31,3,0,201882
2015-11-02,2015,11,4,2,45,0,0,2015112
2020-08-22,2020,8,3,22,34,5,0,2020822
2016-02-02,2016,2,1,2,5,1,0,201622
2022-08-12,2022,8,3,12,32,4,0,2022812
2017-08-31,2017,8,3,31,35,3,0,2017831
2022-06-13,2022,6,2,13,24,0,0,2022613
2018-12-14,2018,12,4,14,50,4,0,20181214
2015-04-04,2015,4,2,4,14,5,0,201544
2015-07-20,2015,7,3,20,30,0,0,2015720
2020-10-29,2020,10,4,29,44,3,0,20201029
2021-08-15,2021,8,3,15,32,6,1,2021815
2015-08-05,2015,8,3,5,32,2,0,201585
2019-08-08,2019,8,3,8,32,3,0,201988
2015-01-20,2015,1,1,20,4,1,0,2015120
2015-03-17,2015,3,1,17,12,1,0,2015317
2016-02-22,2016,2,1,22,8,0,0,2016222
2023-10-30,2023,10,4,30,44,0,0,20231030
2023-05-11,2023,5,2,11,19,3,0,2023511
2016-08-04,2016,8,3,4,31,3,0,201684
2022-10-20,2022,10,4,20,42,3,0,20221020
2018-10-17,2018,10,4,17,42,2,0,20181017
2022-01-11,2022,1,1,11,2,1,0,2022111
2018-07-21,2018,7,3,21,29,5,0,2018721
2021-03-25,2021,3,1,25,12,3,0,2021325
2022-07-27,2022,7,3,27,30,2,0,2022727
2017-11-18,2017,11,4,18,46,5,0,20171118
2020-11-30,2020,11,4,30,49,0,0,20201130
2023-09-21,2023,9,3,21,38,3,0,2023921
2020-07-16,2020,7,3,16,29,3,0,2020716
2017-03-09,2017,3,1,9,10,3,0,201739
2022-08-10,2022,8,3,10,32,2,0,2022810
2018-10-02,2018,10,4,2,40,1,0,2018102
2017-08-15,2017,8,3,15,33,1,0,2017815
2018-06-02,2018,6,2,2,22,5,0,201862
2019-07-30,2019,7,3,30,31,1,0,2019730
2022-10-01,2022,10,4,1,39,5,0,2022101
2019-05-01,2019,5,2,1,18,2,0,201951
2021-03-02,2021,3,1,2,9,1,0,202132
2020-02-09,2020,2,1,9,6,6,1,202029
2022-02-19,2022,2,1,19,7,5,0,2022219
2023-01-23,2023,1,1,23,4,0,0,2023123
2020-07-01,2020,7,3,1,27,2,0,202071
2023-04-01,2023,4,2,1,13,5,0,202341
2015-01-07,2015,1,1,7,2,2,0,201517
2015-09-12,2015,9,3,12,37,5,0,2015912
2022-03-15,2022,3,1,15,11,1,0,2022315
2021-11-22,2021,11,4,22,47,0,0,20211122
2022-06-24,2022,6,2,24,25,4,0,2022624
2017-04-15,2017,4,2,15,15,5,0,2017415
2016-06-05,2016,6,2,5,22,6,1,201665
2018-12-23,2018,12,4,23,51,6,1,20181223
2022-08-08,2022,8,3,8,32,0,0,202288
2015-12-17,2015,12,4,17,51,3,0,20151217
2018-05-25,2018,5,2,25,21,4,0,2018525
2018-12-04,2018,12,4,4,49,1,0,2018124
2018-04-07,2018,4,2,7,14,5,0,201847
2016-09-13,2016,9,3,13,37,1,0,2016913
2017-07-02,2017,7,3,2,26,6,1,201772
2020-11-12,2020,11,4,12,46,3,0,20201112
2021-03-08,2021,3,1,8,10,0,0,202138
2022-02-21,2022,2,1,21,8,0,0,2022221
2015-04-08,2015,4,2,8,15,2,0,201548
2016-01-06,2016,1,1,6,1,2,0,201616
2021-08-12,2021,8,3,12,32,3,0,2021812
2017-08-27,2017,8,3,27,34,6,1,2017827
2016-09-25,2016,9,3,25,38,6,1,2016925
2023-02-10,2023,2,1,10,6,4,0,2023210
2016-04-10,2016,4,2,10,14,6,1,2016410
2022-08-21,2022,8,3,21,33,6,1,2022821
2023-10-06,2023,10,4,6,40,4,0,2023106
2022-09-27,2022,9,3,27,39,1,0,2022927
2022-12-06,2022,12,4,6,49,1,0,2022126
2015-11-01,2015,11,4,1,44,6,1,2015111
2016-09-11,2016,9,3,11,36,6,1,2016911
2021-03-27,2021,3,1,27,12,5,0,2021327
2018-04-25,2018,4,2,25,17,2,0,2018425
2016-04-30,2016,4,2,30,17,5,0,2016430
2023-03-21,2023,3,1,21,12,1,0,2023321
2022-08-06,2022,8,3,6,31,5,0,202286
2016-01-03,2016,1,1,3,53,6,1,201613
2023-07-22,2023,7,3,22,29,5,0,2023722
2017-08-23,2017,8,3,23,34,2,0,2017823
2023-01-15,2023,1,1,15,2,6,1,2023115
2021-12-15,2021,12,4,15,50,2,0,20211215
2022-04-10,2022,4,2,10,14,6,1,2022410
2022-03-06,2022,3,1,6,9,6,1,202236
2023-08-06,2023,8,3,6,31,6,1,202386
2022-05-04,2022,5,2,4,18,2,0,202254
2017-05-14,2017,5,2,14,19,6,1,2017514
2019-10-06,2019,10,4,6,40,6,1,2019106
2021-07-20,2021,7,3,20,29,1,0,2021720
2015-03-02,2015,3,1,2,10,0,0,201532
2020-11-15,2020,11,4,15,46,6,1,20201115
2017-04-30,2017,4,2,30,17,6,1,2017430
2015-10-21,2015,10,4,21,43,2,0,20151021
2016-09-22,2016,9,3,22,38,3,0,2016922
2021-12-07,2021,12,4,7,49,1,0,2021127
2020-05-24,2020,5,2,24,21,6,1,2020524
2021-08-11,2021,8,3,11,32,2,0,2021811
2022-10-26,2022,10,4,26,43,2,0,20221026
2019-06-06,2019,6,2,6,23,3,0,201966
2021-08-14,2021,8,3,14,32,5,0,2021814
2022-01-24,2022,1,1,24,4,0,0,2022124
2020-12-13,2020,12,4,13,50,6,1,20201213
2016-12-29,2016,12,4,29,52,3,0,20161229
2022-10-29,2022,10,4,29,43,5,0,20221029
2019-04-13,2019,4,2,13,15,5,0,2019413
2019-08-30,2019,8,3,30,35,4,0,2019830
2022-02-07,2022,2,1,7,6,0,0,202227
2020-06-22,2020,6,2,22,26,0,0,2020622
2023-04-25,2023,4,2,25,17,1,0,2023425
2017-02-05,2017,2,1,5,5,6,1,201725
2015-04-28,2015,4,2,28,18,1,0,2015428
2015-12-15,2015,12,4,15,51,1,0,20151215
2022-05-03,2022,5,2,3,18,1,0,202253
2021-11-09,2021,11,4,9,45,1,0,2021119
2019-11-28,2019,11,4,28,48,3,0,20191128
2022-10-08,2022,10,4,8,40,5,0,2022108
2019-06-28,2019,6,2,28,26,4,0,2019628
2015-10-03,2015,10,4,3,40,5,0,2015103
2016-07-06,2016,7,3,6,27,2,0,201676
2022-01-23,2022,1,1,23,3,6,1,2022123
2020-09-06,2020,9,3,6,36,6,1,202096
2015-09-30,2015,9,3,30,40,2,0,2015930
2021-09-13,2021,9,3,13,37,0,0,2021913
2019-06-15,2019,6,2,15,24,5,0,2019615
2016-05-24,2016,5,2,24,21,1,0,2016524
2021-10-07,2021,10,4,7,40,3,0,2021107
2022-09-06,2022,9,3,6,36,1,0,202296
2019-09-26,2019,9,3,26,39,3,0,2019926
2023-03-16,2023,3,1,16,11,3,0,2023316
2019-12-26,2019,12,4,26,52,3,0,20191226
2023-08-08,2023,8,3,8,32,1,0,202388
2016-06-25,2016,6,2,25,25,5,0,2016625
2015-12-12,2015,12,4,12,50,5,0,20151212
2016-08-16,2016,8,3,16,33,1,0,2016816
2016-09-29,2016,9,3,29,39,3,0,2016929
2021-01-24,2021,1,1,24,3,6,1,2021124
2018-10-23,2018,10,4,23,43,1,0,20181023
2016-07-30,2016,7,3,30,30,5,0,2016730
2022-07-14,2022,7,3,14,28,3,0,2022714
2023-03-02,2023,3,1,2,9,3,0,202332
2017-01-15,2017,1,1,15,2,6,1,2017115
2019-04-15,2019,4,2,15,16,0,0,2019415
2015-06-15,2015,6,2,15,25,0,0,2015615
2019-05-02,2019,5,2,2,18,3,0,201952
2015-03-18,2015,3,1,18,12,2,0,2015318
2015-08-12,2015,8,3,12,33,2,0,2015812
2023-11-12,2023,11,4,12,45,6,1,20231112
2023-06-26,2023,6,2,26,26,0,0,2023626
2016-08-21,2016,8,3,21,33,6,1,2016821
2021-02-11,2021,2,1,11,6,3,0,2021211
2017-03-18,2017,3,1,18,11,5,0,2017318
2016-11-08,2016,11,4,8,45,1,0,2016118
2021-05-11,2021,5,2,11,19,1,0,2021511
2021-08-28,2021,8,3,28,34,5,0,2021828
2017-10-18,2017,10,4,18,42,2,0,20171018
2016-12-02,2016,12,4,2,48,4,0,2016122
2015-12-05,2015,12,4,5,49,5,0,2015125
2017-12-13,2017,12,4,13,50,2,0,20171213
2021-12-19,2021,12,4,19,50,6,1,20211219
2018-06-09,2018,6,2,9,23,5,0,201869
2022-06-17,2022,6,2,17,24,4,0,2022617
2018-03-23,2018,3,1,23,12,4,0,2018323
2023-11-19,2023,11,4,19,46,6,1,20231119
2021-05-28,2021,5,2,28,21,4,0,2021528
2018-09-15,2018,9,3,15,37,5,0,2018915
2019-03-24,2019,3,1,24,12,6,1,2019324
2023-10-16,2023,10,4,16,42,0,0,20231016
2015-06-23,2015,6,2,23,26,1,0,2015623
2022-09-13,2022,9,3,13,37,1,0,2022913
2021-03-30,2021,3,1,30,13,1,0,2021330
2016-06-27,2016,6,2,27,26,0,0,2016627
2016-09-16,2016,9,3,16,37,4,0,2016916
2015-11-17,2015,11,4,17,47,1,0,20151117
2016-08-31,2016,8,3,31,35,2,0,2016831
2022-03-03,2022,3,1,3,9,3,0,202233
2019-06-21,2019,6,2,21,25,4,0,2019621
2018-03-14,2018,3,1,14,11,2,0,2018314
2022-07-04,2022,7,3,4,27,0,0,202274
2021-10-28,2021,10,4,28,43,3,0,20211028
2016-07-04,2016,7,3,4,27,0,0,201674
